,0,1,accuracy,macro avg,weighted avg
precision,0.5819508092116712,0.5798660184295324,0.5808949839670179,0.5809084138206018,0.5809084138206018
recall,0.5744531607879065,0.5873368071461291,0.5808949839670179,0.5808949839670179,0.5808949839670179
f1-score,0.5781776791631847,0.5835775040537081,0.5808949839670179,0.5808775916084464,0.5808775916084464
support,69856.0,69856.0,0.5808949839670179,139712.0,139712.0
