,0,1,accuracy,macro avg,weighted avg
precision,0.6073102606908951,0.5926927343316695,0.5994673253184145,0.6000014975112823,0.6000014975112822
recall,0.5629240566599214,0.6360105939769075,0.5994673253184145,0.5994673253184144,0.5994673253184145
f1-score,0.5842753891771683,0.6135880799265043,0.5994673253184145,0.5989317345518363,0.5989317345518362
support,67208.0,67208.0,0.5994673253184145,134416.0,134416.0
